borough_code,neighborhood,zipcode,land_square_feet,gross_square_feet,sale_price,community_district,school_district,floor_area_total_building,floor_area_residential,maximum_allowable_residential_far,x_coordinate,y_coordinate
4,FLUSHING-NORTH,11358,2976.0,1980.0,1030000.0,407,25,1980,1980,0.5,1041485,218773
4,FLUSHING-NORTH,11358,3840.0,1984.0,799326.0,407,25,1984,1984,0.5,1040784,218845
4,FLUSHING-NORTH,11358,6000.0,1248.0,690000.0,411,25,1248,1248,0.5,1042224,218198
4,FLUSHING-NORTH,11358,5000.0,2171.0,1098000.0,407,25,2171,2171,0.5,1040505,218368
4,FLUSHING-NORTH,11358,4700.0,2566.0,1080000.0,407,25,2566,2566,0.5,1040541,216166
4,FLUSHING-NORTH,11358,6000.0,1274.0,1030000.0,411,25,1274,1274,0.5,1042260,218554
4,FLUSHING-NORTH,11358,4000.0,1396.0,838888.0,407,25,1396,1396,0.5,1040754,218256
4,FLUSHING-NORTH,11358,4000.0,2070.0,974500.0,411,25,2070,2070,0.5,1041952,218076
4,FLUSHING-NORTH,11358,5251.0,2052.0,790000.0,407,25,2052,2052,0.5,1040681,217325
4,FLUSHING-NORTH,11358,4525.0,1270.0,925000.0,407,25,1270,1270,0.5,1041265,219134
4,FLUSHING-NORTH,11358,4000.0,1625.0,920000.0,407,25,1625,1625,0.5,1040499,219303
4,FLUSHING-NORTH,11358,6000.0,1630.0,770000.0,411,25,1630,1630,0.5,1042214,218098
4,FLUSHING-NORTH,11358,2140.0,1568.0,860000.0,407,25,1568,1568,0.5,1041010,218994
4,FLUSHING-NORTH,11357,4100.0,1062.0,760000.0,407,25,1062,1062,0.5,1040564,223300
4,FLUSHING-NORTH,11358,3800.0,1028.0,835000.0,407,25,1028,1028,0.5,1038928,220913
4,FLUSHING-NORTH,11357,4000.0,1924.0,730000.0,407,25,1924,1924,0.5,1040101,223448
4,FLUSHING-NORTH,11354,4000.0,1070.0,849000.0,407,25,1070,1070,0.5,1036242,220926
4,FLUSHING-NORTH,11357,3998.0,1535.0,857500.0,407,25,1535,1535,0.5,1040456,222894
4,FLUSHING-NORTH,11358,4000.0,1071.0,880000.0,407,25,1071,1071,0.5,1039633,220087
4,FLUSHING-NORTH,11354,2500.0,1352.0,880000.0,407,25,1352,1352,0.5,1036220,219206
4,FLUSHING-NORTH,11354,7500.0,1630.0,1100000.0,407,25,1630,1630,0.5,1033312,219567
4,FLUSHING-NORTH,11354,7700.0,1936.0,993000.0,407,25,1936,1936,0.5,1033783,219606
4,FLUSHING-NORTH,11358,3880.0,1872.0,975000.0,407,25,1872,1872,0.5,1038275,219580
4,FLUSHING-NORTH,11354,2500.0,1296.0,878000.0,407,25,1296,1296,0.5,1036245,219204
4,FLUSHING-NORTH,11354,3904.0,1621.0,761141.0,407,25,1621,1621,0.5,1035907,218836
4,FLUSHING-NORTH,11358,6000.0,1729.0,550000.0,407,25,1729,1729,0.5,1038340,218633
4,FLUSHING-NORTH,11358,3800.0,1440.0,1017500.0,407,25,1440,1440,0.5,1039167,218998
4,FLUSHING-NORTH,11358,6000.0,1785.0,1538000.0,407,25,1785,1785,0.5,1037849,218964
4,FLUSHING-NORTH,11358,3697.0,1260.0,900000.0,407,25,1260,1260,0.5,1041144,220003
4,FLUSHING-NORTH,11357,4750.0,2002.0,998000.0,407,25,2002,2002,0.5,1038502,221817
4,FLUSHING-NORTH,11357,7800.0,1866.0,1668000.0,407,25,1866,1866,0.5,1040106,222208
4,FLUSHING-NORTH,11357,3828.0,1152.0,870000.0,407,25,1152,1152,0.5,1040474,222565
4,FLUSHING-NORTH,11354,5000.0,1743.0,950000.0,407,25,1743,1743,0.5,1036121,219993
4,FLUSHING-NORTH,11357,4000.0,1150.0,988000.0,407,25,1150,1150,0.5,1041017,221837
4,FLUSHING-NORTH,11358,5000.0,2832.0,1300000.0,407,25,2832,2832,0.5,1037861,219309
4,FLUSHING-NORTH,11358,3058.0,2020.0,855000.0,407,25,2020,2020,0.5,1040644,220750
4,FLUSHING-NORTH,11358,4200.0,2470.0,1180000.0,407,25,2470,2470,0.5,1038300,219749
4,FLUSHING-NORTH,11354,4752.0,2502.0,1060000.0,407,25,2502,2502,0.5,1037635,219408
4,FLUSHING-NORTH,11358,6905.0,2626.0,1440000.0,407,25,2626,2626,0.5,1038772,219330
4,FLUSHING-NORTH,11358,3800.0,1444.0,950000.0,407,25,1444,1444,0.5,1039791,221190
4,FLUSHING-NORTH,11354,6100.0,2050.0,1138888.0,407,25,2050,2050,0.5,1035774,218796
4,FLUSHING-NORTH,11354,4000.0,1680.0,905000.0,407,25,1680,1680,0.5,1035516,219667
4,FLUSHING-NORTH,11358,3243.0,2050.0,988888.0,407,25,2050,2050,0.5,1038829,220503
4,FLUSHING-NORTH,11358,6000.0,1354.0,2200000.0,407,25,1354,1354,0.5,1038863,218640
4,FLUSHING-NORTH,11357,3500.0,1500.0,995000.0,407,25,1500,1500,0.5,1039787,221450
4,FLUSHING-NORTH,11354,5000.0,1840.0,990000.0,407,25,1840,1840,0.5,1036485,219957
4,FLUSHING-NORTH,11357,3268.0,1508.0,860000.0,407,25,1508,1508,0.5,1039088,222463
4,FLUSHING-NORTH,11357,3998.0,2030.0,1150000.0,407,25,2030,2030,0.5,1040898,222849
4,FLUSHING-NORTH,11354,4500.0,1600.0,980000.0,407,25,1600,1600,0.5,1032973,220793
4,FLUSHING-NORTH,11354,2500.0,1680.0,450000.0,407,25,1680,1680,0.5,1036583,219583
4,FLUSHING-NORTH,11357,3600.0,1812.0,962500.0,407,25,1812,1812,0.5,1039681,221461
4,FLUSHING-NORTH,11358,5715.0,2037.0,400000.0,407,25,2037,2037,0.5,1039855,220298
4,FLUSHING-NORTH,11358,3800.0,1624.0,900000.0,407,25,1624,1624,0.5,1040326,220866
4,FLUSHING-NORTH,11358,6000.0,2380.0,1295000.0,407,25,2380,2380,0.5,1037961,219052
4,FLUSHING-NORTH,11357,3828.0,1056.0,920000.0,407,25,1056,1056,0.5,1040519,222560
4,FLUSHING-NORTH,11358,4000.0,1960.0,990000.0,407,25,1960,1960,0.5,1040652,219825
4,FLUSHING-NORTH,11358,3500.0,1716.0,991000.0,407,25,1716,1716,0.5,1041351,219978
4,FLUSHING-NORTH,11354,7221.0,3024.0,1260000.0,407,25,3024,3024,0.5,1032471,220252
4,FLUSHING-NORTH,11358,6000.0,2690.0,1580000.0,407,25,2690,2690,0.5,1037843,218905
4,FLUSHING-NORTH,11358,4000.0,1424.0,850000.0,407,25,1424,1424,0.5,1039987,218456
4,FLUSHING-NORTH,11357,3300.0,1150.0,835000.0,407,25,1150,1150,0.5,1041331,222243
4,FLUSHING-NORTH,11357,3900.0,2054.0,990000.0,407,25,2054,2054,0.5,1037779,222425
4,FLUSHING-NORTH,11354,2500.0,2221.0,810000.0,407,25,2221,1476,0.5,1033813,219252
4,FLUSHING-NORTH,11357,6300.0,1803.0,940000.0,407,25,1803,1803,0.5,1038114,222727
4,FLUSHING-NORTH,11354,2669.0,1504.0,825000.0,407,25,1504,1504,0.5,1036125,219060
4,FLUSHING-NORTH,11358,5442.0,1944.0,880000.0,407,25,1944,1944,0.5,1039952,218147
4,FLUSHING-NORTH,11354,3920.0,2018.0,998000.0,407,25,2018,2018,0.5,1032375,220081
4,FLUSHING-NORTH,11358,4000.0,1650.0,900000.0,407,25,1650,1650,0.5,1039487,218646
4,FLUSHING-NORTH,11354,4640.0,1856.0,945000.0,407,25,1856,1856,0.5,1035006,219609
4,FLUSHING-NORTH,11357,3705.0,1150.0,707000.0,407,25,1150,1150,0.5,1040891,222147
4,FLUSHING-NORTH,11354,4000.0,1480.0,978000.0,407,25,1480,1480,0.5,1036214,220668
4,FLUSHING-NORTH,11357,3405.0,1978.0,988000.0,407,25,1978,1978,0.5,1036920,222526
4,FLUSHING-NORTH,11357,6400.0,3119.0,1300000.0,407,25,3119,3119,0.5,1037746,222779
4,FLUSHING-NORTH,11358,3800.0,2463.0,1188000.0,407,25,2463,2463,0.5,1039015,220153
4,FLUSHING-NORTH,11357,4000.0,2294.0,1380000.0,407,25,2294,2294,0.5,1038216,222032
4,FLUSHING-NORTH,11358,6000.0,1768.0,990000.0,407,25,1768,1768,0.5,1040389,219802
4,FLUSHING-NORTH,11354,3535.0,1710.0,970000.0,407,25,1710,1710,0.5,1034412,219169
4,FLUSHING-NORTH,11358,6000.0,2345.0,1290000.0,407,25,2345,2345,0.5,1039000,219531
4,FLUSHING-NORTH,11354,4280.0,1936.0,930000.0,407,25,1936,1936,0.5,1035771,219354
4,FLUSHING-NORTH,11354,2500.0,1488.0,630000.0,407,25,1488,1488,0.5,1036190,219310
4,FLUSHING-NORTH,11358,6000.0,1506.0,999000.0,407,25,1506,1506,0.5,1040268,218619
4,FLUSHING-NORTH,11358,6000.0,2260.0,1265000.0,407,25,2260,2260,0.5,1038174,219786
4,FLUSHING-NORTH,11358,3700.0,2268.0,1038000.0,407,25,2268,2268,0.5,1040491,219549
4,FLUSHING-NORTH,11358,3320.0,1870.0,950000.0,407,25,1870,1870,0.5,1039875,218407
4,FLUSHING-NORTH,11358,8000.0,2140.0,1260000.0,407,25,2140,2140,0.5,1040907,219758
4,FLUSHING-NORTH,11357,5000.0,1292.0,800000.0,407,25,1292,1292,0.5,1036926,222003
4,FLUSHING-NORTH,11358,3800.0,1446.0,835000.0,407,25,1446,1446,0.5,1039439,220955
4,FLUSHING-NORTH,11358,4000.0,1446.0,980000.0,407,25,1446,1446,0.5,1039974,219284
4,FLUSHING-NORTH,11358,4000.0,1436.0,850000.0,407,25,1436,1436,0.5,1040700,220285
4,FLUSHING-NORTH,11358,5000.0,2532.0,1255000.0,407,25,2532,2532,0.5,1041296,219443
4,FLUSHING-NORTH,11357,5800.0,1222.0,930000.0,407,25,1222,1222,0.5,1038428,222557
4,FLUSHING-NORTH,11358,5100.0,1219.0,848000.0,407,25,1219,1219,0.5,1041469,221036
4,FLUSHING-NORTH,11358,3606.0,1104.0,860000.0,407,25,1104,1104,0.5,1039316,220464
4,FLUSHING-NORTH,11357,3600.0,1150.0,876000.0,407,25,1150,1150,0.5,1037723,221871
4,FLUSHING-NORTH,11358,3600.0,1272.0,450000.0,407,25,1272,1272,0.5,1038874,221442
4,FLUSHING-NORTH,11354,3800.0,1184.0,775000.0,407,25,1184,1184,0.5,1037604,221412
4,FLUSHING-NORTH,11357,4150.0,1144.0,925000.0,407,25,1144,1144,0.5,1038824,221809
4,FLUSHING-NORTH,11354,3800.0,2278.0,1088000.0,407,25,2278,2278,0.5,1036512,221428
4,FLUSHING-NORTH,11358,4000.0,966.0,894000.0,407,25,966,966,0.5,1039720,219351
4,FLUSHING-NORTH,11354,3480.0,2023.0,998000.0,407,25,2023,1156,0.5,1033682,219245
4,FLUSHING-NORTH,11354,5050.0,1293.0,910000.0,407,25,1293,1293,0.5,1036908,220040
4,FLUSHING-NORTH,11357,5000.0,1424.0,960000.0,407,25,1424,1036,0.5,1036036,222077
4,FLUSHING-NORTH,11354,5800.0,2268.0,1235000.0,407,25,2268,1512,0.5,1037316,218835
4,FLUSHING-NORTH,11357,4000.0,1144.0,777000.0,407,25,1144,1144,0.5,1038040,221889
4,FLUSHING-NORTH,11354,3800.0,1196.0,900000.0,407,25,1196,1196,0.5,1037946,221378
4,FLUSHING-NORTH,11357,4000.0,1452.0,1068000.0,407,25,1452,968,0.5,1039745,221976
4,FLUSHING-NORTH,11354,3895.0,1072.0,780000.0,407,25,1072,1072,0.5,1037358,221341
4,FLUSHING-NORTH,11354,3800.0,1105.0,888000.0,407,25,1105,1105,0.5,1037523,221054
4,FLUSHING-NORTH,11354,3300.0,760.0,718000.0,407,25,760,760,0.5,1034123,219748
4,FLUSHING-NORTH,11357,4000.0,1144.0,810000.0,407,25,1144,1144,0.5,1038415,222011
4,FLUSHING-NORTH,11354,5000.0,1064.0,1100000.0,407,25,1064,1064,0.5,1035164,220351
4,FLUSHING-NORTH,11354,5000.0,1890.0,995000.0,407,25,1890,1080,0.5,1036735,220081
4,FLUSHING-NORTH,11357,4025.0,1050.0,765000.0,407,25,1050,1050,0.5,1037496,222105
4,FLUSHING-NORTH,11354,3895.0,1072.0,850000.0,407,25,1072,1072,0.5,1037642,221312
4,FLUSHING-NORTH,11357,9000.0,1092.0,1100000.0,407,25,1092,1092,0.5,1038274,222723
4,FLUSHING-NORTH,11357,5206.0,1200.0,910000.0,407,25,1200,1200,0.5,1038808,222523
4,FLUSHING-NORTH,11354,3800.0,1184.0,926000.0,407,25,1184,1184,0.5,1037289,221445
4,FLUSHING-NORTH,11358,6135.0,1580.0,986000.0,407,25,1580,1580,0.5,1039025,219306
4,FLUSHING-NORTH,11354,5100.0,2126.0,960000.0,407,25,2126,1215,0.5,1035176,219332
4,FLUSHING-NORTH,11357,4472.0,1704.0,1070000.0,407,25,1704,1136,0.5,1034599,222122
4,FLUSHING-NORTH,11354,4000.0,1714.0,980000.0,407,25,1714,1714,0.5,1036671,220621
4,FLUSHING-NORTH,11354,7311.0,1820.0,430000.0,407,25,1820,1456,0.5,1032761,219280
4,FLUSHING-NORTH,11357,3365.0,1200.0,888000.0,407,25,1200,1200,0.5,1039071,222305
4,FLUSHING-NORTH,11358,3500.0,1275.0,1272500.0,407,25,1275,1275,0.5,1041426,219718
4,FLUSHING-NORTH,11354,5135.0,2670.0,1150000.0,407,25,2670,2670,0.5,1033789,220526
4,FLUSHING-NORTH,11357,4000.0,2128.0,550024.0,407,25,2128,1216,0.5,1036403,221795
4,FLUSHING-NORTH,11354,4038.0,2670.0,1200000.0,407,25,2670,2670,0.5,1033959,220540
4,FLUSHING-NORTH,11358,2365.0,1680.0,805000.0,407,25,1680,1680,0.5,1039906,220128
4,FLUSHING-NORTH,11358,1520.0,896.0,670000.0,407,25,896,896,0.5,1039055,220995
4,FLUSHING-NORTH,11357,1785.0,1020.0,720000.0,407,25,1020,1020,0.5,1036909,221862
4,FLUSHING-NORTH,11354,3000.0,1344.0,850000.0,407,25,1344,1344,0.5,1036989,220358
4,FLUSHING-NORTH,11358,1710.0,896.0,705000.0,407,25,896,896,0.5,1039089,220992
4,FLUSHING-NORTH,11357,1566.0,1188.0,700000.0,407,25,1188,1188,0.5,1040727,222389
4,FLUSHING-NORTH,11357,1566.0,1188.0,702000.0,407,25,1188,1188,0.5,1040745,222387
4,FLUSHING-NORTH,11358,1710.0,1224.0,685000.0,407,25,1224,1224,0.5,1039220,219522
4,FLUSHING-NORTH,11358,1693.0,1024.0,550000.0,407,25,1024,1024,0.5,1041667,219627
4,FLUSHING-NORTH,11358,2660.0,1272.0,825000.0,407,25,1272,1272,0.5,1039222,219545
4,FLUSHING-NORTH,11365,4800.0,1105.0,988888.0,411,26,1105,1105,0.5,1045133,213020
4,FLUSHING-NORTH,11365,3700.0,1105.0,816000.0,411,26,1105,1105,0.5,1045218,213188
4,FLUSHING-NORTH,11365,4000.0,900.0,785000.0,411,26,900,900,0.5,1044281,212346
4,FLUSHING-NORTH,11365,4000.0,1147.0,830000.0,411,26,1147,1147,0.5,1042738,209948
4,FLUSHING-NORTH,11365,5040.0,1578.0,905000.0,411,26,1578,1578,0.5,1045067,211150
4,FLUSHING-NORTH,11365,4338.0,1388.0,870000.0,411,26,1388,1388,0.5,1043326,211960
4,FLUSHING-NORTH,11358,4000.0,1166.0,715000.0,411,25,1166,1166,0.5,1041668,212845
4,FLUSHING-NORTH,11358,4000.0,1075.0,835000.0,411,25,1075,1075,0.5,1041419,212699
4,FLUSHING-NORTH,11365,4000.0,1211.0,845000.0,411,26,1211,1211,0.5,1042020,211630
4,FLUSHING-NORTH,11365,4000.0,2188.0,960000.0,411,26,2188,2188,0.5,1043305,209674
4,FLUSHING-NORTH,11364,4365.0,1120.0,815000.0,411,26,1120,1120,0.5,1045348,212741
4,FLUSHING-NORTH,11365,4000.0,1272.0,860000.0,411,26,1272,1272,0.5,1043542,209786
4,FLUSHING-NORTH,11365,4000.0,1725.0,990000.0,411,26,1725,1725,0.5,1044382,210842
4,FLUSHING-NORTH,11365,4000.0,1508.0,880000.0,411,26,1508,1508,0.5,1044027,210787
4,FLUSHING-NORTH,11365,4000.0,1182.0,862800.0,411,26,1182,1182,0.5,1041608,210170
4,FLUSHING-NORTH,11365,4000.0,1206.0,300000.0,411,26,1206,1206,0.5,1044946,211326
4,FLUSHING-NORTH,11365,5727.0,1268.0,825000.0,411,26,1268,1268,0.5,1045319,211012
4,FLUSHING-NORTH,11365,4000.0,1564.0,955000.0,411,26,1564,1564,0.5,1045391,210347
4,FLUSHING-NORTH,11365,4000.0,1440.0,983000.0,411,26,1440,1440,0.5,1045385,211590
4,FLUSHING-NORTH,11358,4000.0,1568.0,938100.0,407,25,1568,1568,0.5,1040047,214858
4,FLUSHING-NORTH,11358,3558.0,1352.0,806000.0,407,25,1352,1352,0.5,1041230,214194
4,FLUSHING-NORTH,11365,4940.0,2000.0,1080000.0,411,26,2000,2000,0.5,1044841,210343
4,FLUSHING-NORTH,11358,3804.0,1436.0,610000.0,407,25,1436,1436,0.5,1041286,214890
4,FLUSHING-NORTH,11358,4000.0,1700.0,740000.0,407,25,1700,1700,0.5,1040872,215256
4,FLUSHING-NORTH,11365,4000.0,1836.0,1115000.0,411,26,1836,1836,0.5,1043229,211701
4,FLUSHING-NORTH,11365,4000.0,2383.0,1050000.0,411,26,2383,2383,0.5,1043086,212586
4,FLUSHING-NORTH,11358,4000.0,1392.0,757000.0,411,26,1392,1392,0.5,1042025,212378
4,FLUSHING-NORTH,11365,4000.0,2184.0,1220000.0,411,26,2184,2184,0.5,1041362,210449
4,FLUSHING-NORTH,11358,4000.0,1788.0,880000.0,407,25,1788,1788,0.5,1040358,215348
4,FLUSHING-NORTH,11358,6000.0,1908.0,1350000.0,407,25,1908,1908,0.5,1040475,215507
4,FLUSHING-NORTH,11358,4000.0,1902.0,750000.0,407,25,1902,1902,0.5,1040586,215024
4,FLUSHING-NORTH,11365,4400.0,1300.0,868000.0,411,26,1300,1300,0.5,1042869,210055
4,FLUSHING-NORTH,11358,2000.0,2088.0,905000.0,411,25,2088,2088,0.5,1041735,212800
4,FLUSHING-NORTH,11365,4300.0,1350.0,860000.0,411,26,1350,1350,0.5,1044976,212636
4,FLUSHING-NORTH,11365,4650.0,1300.0,930000.0,411,26,1300,1300,0.5,1042455,210685
4,FLUSHING-NORTH,11358,6000.0,1934.0,999000.0,407,25,1934,1934,0.5,1040301,214783
4,FLUSHING-NORTH,11365,4000.0,1440.0,920000.0,411,26,1440,1440,0.5,1044156,212688
4,FLUSHING-NORTH,11365,5510.0,1672.0,980000.0,411,26,1672,1672,0.5,1042766,211513
4,FLUSHING-NORTH,11365,4000.0,1861.0,990000.0,411,26,1861,1861,0.5,1042930,209888
4,FLUSHING-NORTH,11365,4000.0,1800.0,975000.0,411,26,1800,1800,0.5,1043435,211603
4,FLUSHING-NORTH,11365,4800.0,1350.0,800000.0,411,26,1350,1350,0.5,1045114,212045
4,FLUSHING-NORTH,11365,3325.0,1256.0,800000.0,411,26,1256,1256,0.5,1043666,211754
4,FLUSHING-NORTH,11365,4000.0,1350.0,898700.0,411,26,1350,1350,0.5,1045421,212253
4,FLUSHING-NORTH,11358,4090.0,1404.0,920000.0,411,26,1404,1404,0.5,1043879,213481
4,FLUSHING-NORTH,11365,4800.0,2587.0,1500000.0,411,26,2587,2587,0.5,1045198,212724
4,FLUSHING-NORTH,11358,4000.0,1300.0,775000.0,411,26,1300,1300,0.5,1043942,213841
4,FLUSHING-NORTH,11365,4000.0,1100.0,750000.0,411,26,1100,1100,0.5,1043561,211257
4,FLUSHING-NORTH,11365,3800.0,836.0,750000.0,411,25,836,836,0.5,1041387,211662
4,FLUSHING-NORTH,11365,3400.0,754.0,325000.0,411,26,754,754,0.5,1043438,210835
4,FLUSHING-NORTH,11365,4000.0,1092.0,770000.0,411,26,1092,1092,0.5,1041086,210148
4,FLUSHING-NORTH,11365,4000.0,1092.0,724994.0,411,26,1092,1092,0.5,1041517,210365
4,FLUSHING-NORTH,11365,4000.0,836.0,860000.0,411,26,836,836,0.5,1042484,211417
4,FLUSHING-NORTH,11358,4000.0,1114.0,500000.0,411,25,1114,1114,0.5,1043537,214394
4,FLUSHING-NORTH,11358,3800.0,2548.0,860000.0,407,25,2548,1274,0.5,1040306,214831
4,FLUSHING-NORTH,11365,4500.0,836.0,660000.0,411,25,836,836,0.5,1041162,211933
4,FLUSHING-NORTH,11365,4386.0,1170.0,900000.0,411,26,1170,1170,0.5,1042853,211595
4,FLUSHING-NORTH,11365,5680.0,1300.0,938000.0,411,26,1300,1300,0.5,1040830,209814
4,FLUSHING-NORTH,11365,4000.0,1092.0,880000.0,411,26,1092,1092,0.5,1041363,210489
4,FLUSHING-NORTH,11365,4000.0,1138.0,835000.0,411,26,1138,1138,0.5,1043149,211629
4,FLUSHING-NORTH,11365,4000.0,836.0,800000.0,411,26,836,836,0.5,1043105,212421
4,FLUSHING-NORTH,11358,4000.0,1388.0,690000.0,411,25,1388,1388,0.5,1041328,212444
4,FLUSHING-NORTH,11365,2000.0,1640.0,700000.0,411,26,1640,820,0.5,1043304,212259
4,FLUSHING-SOUTH,11367,4000.0,1432.0,1300000.0,408,25,1432,1432,0.5,1032784,203374
4,FLUSHING-SOUTH,11367,4000.0,3592.0,1600000.0,408,25,3592,3592,0.5,1033134,202518
4,FLUSHING-SOUTH,11367,5500.0,1976.0,925000.0,408,25,1976,1976,0.5,1033243,200804
4,FLUSHING-SOUTH,11367,5400.0,1777.0,1600000.0,408,25,1777,1777,0.5,1033605,201298
4,FLUSHING-SOUTH,11367,4000.0,1330.0,1200000.0,408,25,1330,1330,0.5,1032995,203456
4,FLUSHING-SOUTH,11367,4053.0,1099.0,780000.0,407,25,1099,1099,0.5,1032265,208939
4,FLUSHING-SOUTH,11367,4000.0,,935000.0,408,25,1360,1360,0.5,1033120,203386
4,FLUSHING-SOUTH,11367,3741.0,1905.0,999000.0,407,25,1905,1905,0.5,1032351,209274
4,FLUSHING-SOUTH,11367,4000.0,1170.0,750000.0,408,25,1170,1170,0.5,1033206,203166
4,FLUSHING-SOUTH,11367,4000.0,1554.0,950000.0,408,25,1554,1554,0.5,1033152,202617
4,FLUSHING-SOUTH,11367,4000.0,1216.0,780000.0,408,25,1216,1216,0.5,1032964,201995
4,FLUSHING-SOUTH,11367,4000.0,1299.0,900000.0,408,25,1299,1299,0.5,1033555,202990
4,FLUSHING-SOUTH,11367,9318.0,1216.0,1350000.0,408,25,1216,1216,0.5,1032740,202047
4,FLUSHING-SOUTH,11367,4500.0,1922.0,995000.0,407,25,1922,1922,0.5,1032402,208919
4,FLUSHING-SOUTH,11367,2500.0,1332.0,750000.0,408,25,1332,1332,0.5,1033376,202550
4,FLUSHING-SOUTH,11366,4166.0,1120.0,725000.0,408,26,1120,1120,0.5,1040362,203244
4,FLUSHING-SOUTH,11366,4000.0,1385.0,880000.0,408,26,1385,1385,0.5,1040900,203751
4,FLUSHING-SOUTH,11366,4000.0,1300.0,735000.0,408,26,1300,1300,0.5,1041541,204048
4,FLUSHING-SOUTH,11365,4000.0,1220.0,670000.0,408,26,1220,1220,0.5,1039673,206791
4,FLUSHING-SOUTH,11366,4964.0,2026.0,990000.0,408,26,2026,2026,0.5,1040691,203396
4,FLUSHING-SOUTH,11366,4000.0,1512.0,899888.0,408,26,1512,1512,0.5,1040876,203910
4,FLUSHING-SOUTH,11366,4000.0,1472.0,969000.0,408,26,1472,1472,0.5,1040888,203831
4,FLUSHING-SOUTH,11365,5000.0,1790.0,950000.0,408,26,1790,1790,0.5,1039194,207216
4,FLUSHING-SOUTH,11365,4120.0,1972.0,990090.0,408,26,1972,1972,0.5,1040100,205233
4,FLUSHING-SOUTH,11366,4000.0,1350.0,990000.0,408,26,1350,1350,0.5,1041482,204462
4,FLUSHING-SOUTH,11366,3850.0,2122.0,1380000.0,408,26,2122,2122,0.5,1039756,204604
4,FLUSHING-SOUTH,11366,3895.0,1792.0,995000.0,408,26,1792,1792,0.5,1040330,203489
4,FLUSHING-SOUTH,11366,4000.0,1120.0,810000.0,408,26,1120,1120,0.5,1041324,204444
4,FLUSHING-SOUTH,11366,5063.0,2444.0,970000.0,408,26,2444,2444,0.5,1039544,204491
4,FLUSHING-SOUTH,11365,3800.0,2028.0,1080000.0,408,26,2028,2028,0.5,1040449,205288
4,FLUSHING-SOUTH,11365,3159.0,978.0,765000.0,408,26,978,978,0.5,1039369,205636
4,FLUSHING-SOUTH,11365,4000.0,1248.0,820000.0,408,26,1248,1248,0.5,1040059,207529
4,FLUSHING-SOUTH,11366,4000.0,1768.0,1145000.0,408,26,1768,1768,0.5,1040911,203672
4,FLUSHING-SOUTH,11366,4500.0,1600.0,800000.0,408,26,1600,1600,0.5,1041330,203716
4,FLUSHING-SOUTH,11366,4000.0,1230.0,928000.0,408,26,1230,1230,0.5,1040436,205080
4,FLUSHING-SOUTH,11365,3600.0,1248.0,845000.0,408,26,1248,1248,0.5,1038449,207391
4,FLUSHING-SOUTH,11365,3500.0,1145.0,845000.0,408,26,1145,1145,0.5,1039460,205766
4,FLUSHING-SOUTH,11365,4500.0,1296.0,928000.0,408,26,1296,1296,0.5,1040169,206697
4,FLUSHING-SOUTH,11365,4465.0,1276.0,875000.0,408,26,1276,1276,0.5,1040513,206617
4,FLUSHING-SOUTH,11365,4000.0,1510.0,930000.0,408,26,1510,1510,0.5,1040296,207258
4,FLUSHING-SOUTH,11365,4000.0,1364.0,815000.0,408,26,1364,1364,0.5,1039776,206865
4,FLUSHING-SOUTH,11365,3800.0,2205.0,1118000.0,408,25,2205,1470,0.5,1039199,205334
4,FLUSHING-SOUTH,11365,4000.0,1384.0,800000.0,408,26,1384,1384,0.5,1038560,207603
4,FLUSHING-SOUTH,11365,4624.0,1089.0,650000.0,408,26,1089,1089,0.5,1039187,205563
4,FLUSHING-SOUTH,11365,4085.0,2401.0,885000.0,408,26,2401,1372,0.5,1039622,205686
4,FLUSHING-SOUTH,11366,4560.0,928.0,770000.0,408,26,928,928,0.5,1039926,204526
4,FLUSHING-SOUTH,11365,4000.0,1351.0,920000.0,408,26,1351,1351,0.5,1039763,206585
4,FLUSHING-SOUTH,11365,4000.0,1195.0,855000.0,408,26,1195,1195,0.5,1039197,206301
4,FLUSHING-SOUTH,11365,6000.0,1232.0,920000.0,408,25,1232,1232,0.5,1038527,206915
4,FLUSHING-SOUTH,11366,3800.0,1300.0,933000.0,408,26,1300,1300,0.5,1040184,204478
4,FLUSHING-SOUTH,11365,3700.0,1820.0,920000.0,408,25,1820,1820,0.5,1038617,206327
4,FLUSHING-SOUTH,11366,4992.0,2468.0,1525000.0,408,26,1300,1300,0.5,1039959,204453
4,FLUSHING-SOUTH,11365,3990.0,1095.0,760000.0,408,26,1095,1095,0.5,1039138,206048
4,FLUSHING-SOUTH,11365,6000.0,1782.0,960000.0,408,26,1782,1782,0.5,1040791,207145
4,FLUSHING-SOUTH,11365,3500.0,1196.0,804000.0,408,26,1196,1196,0.5,1039471,205926
4,FLUSHING-SOUTH,11365,4000.0,1290.0,855000.0,408,25,1290,1290,0.5,1038772,206792
4,FLUSHING-SOUTH,11365,4400.0,1248.0,970000.0,408,26,1248,1248,0.5,1040225,206415
4,FLUSHING-SOUTH,11365,3990.0,1095.0,830000.0,408,26,1095,1095,0.5,1039136,206006
4,FLUSHING-SOUTH,11365,6000.0,1380.0,1050000.0,408,26,1380,1380,0.5,1040557,207497
4,FLUSHING-SOUTH,11365,4085.0,1372.0,650000.0,408,26,1372,1372,0.5,1039966,205628
4,FLUSHING-SOUTH,11365,4291.0,2401.0,910000.0,408,26,2401,1372,0.5,1039714,204891
4,FLUSHING-SOUTH,11365,4096.0,1360.0,825000.0,408,26,1360,1360,0.5,1039949,205291
