Heading row not found.,ID,northing,easting
,1359,1040101,223448
,1360,1036242,220926
,1361,1040456,222894
,1362,1039633,220087
,1363,1036220,219206
,1364,1033312,219567
,1365,1033783,219606
,1366,1038275,219580
,1367,1036245,219204
,1368,1035907,218836
,1369,1038340,218633
,1370,1039167,218998
,1371,1037849,218964
,1372,1041144,220003
,1373,1038502,221817
,1374,1040106,222208
,1375,1040474,222565
,1376,1036121,219993
,1377,1041017,221837
,1378,1037861,219309
,1379,1040644,220750
,1380,1038300,219749
,1381,1037635,219408
,1382,1038772,219330
,1383,1039791,221190
,1384,1035774,218796
,1385,1035516,219667
,1386,1038829,220503
,1387,1038863,218640
,1388,1039787,221450
,1389,1036485,219957
,1390,1039088,222463
,1391,1040898,222849
,1392,1032973,220793
,1393,1036583,219583
,1394,1039681,221461
,1395,1039855,220298
,1396,1040326,220866
,1397,1037961,219052
,1398,1040519,222560
,1399,1040652,219825
,1400,1041351,219978
,1401,1032471,220252
,1402,1037843,218905
,1403,1039987,218456
,1404,1041331,222243
,1405,1037779,222425
,1406,1033813,219252
,1407,1038114,222727
,1408,1036125,219060
,1409,1039952,218147
,1410,1032375,220081
,1411,1039487,218646
,1412,1035006,219609
,1413,1040891,222147
,1414,1036214,220668
,1415,1036920,222526
,1416,1037746,222779
,1417,1039015,220153
,1418,1038216,222032
,1419,1040389,219802
,1420,1034412,219169
,1421,1039000,219531
,1422,1035771,219354
,1423,1036190,219310
,1424,1040268,218619
,1425,1038174,219786
,1426,1040491,219549
,1427,1039875,218407
,1428,1040907,219758
,1429,1036926,222003
,1430,1039439,220955
,1431,1039974,219284
,1432,1040700,220285
,1433,1041296,219443
,1434,1038428,222557
,1435,1041469,221036
,1436,1039316,220464
,1437,1037723,221871
,1438,1038874,221442
,1439,1037604,221412
,1440,1038824,221809
,1441,1036512,221428
,1442,1039720,219351
,1443,1033682,219245
,1444,1036908,220040
,1445,1036036,222077
,1446,1037316,218835
,1447,1038040,221889
,1448,1037946,221378
,1449,1039745,221976
,1450,1037358,221341
,1451,1037523,221054
,1452,1034123,219748
,1453,1038415,222011
,1454,1035164,220351
,1455,1036735,220081
,1456,1037496,222105
,1457,1037642,221312
,1458,1038274,222723
,1459,1038808,222523
,1460,1037289,221445
,1461,1039025,219306
,1462,1035176,219332
,1463,1034599,222122
,1464,1036671,220621
,1465,1032761,219280
,1466,1039071,222305
,1467,1041426,219718
,1468,1033789,220526
,1469,1036403,221795
,1470,1033959,220540
,1471,1039906,220128
,1472,1039055,220995
,1473,1036909,221862
,1474,1036989,220358
,1475,1039089,220992
,1476,1040727,222389
,1477,1040745,222387
,1478,1039220,219522
,1479,1041667,219627
,1480,1039222,219545
,1481,1045133,213020
,1482,1045218,213188
,1483,1044281,212346
,1484,1042738,209948
,1485,1045067,211150
,1486,1043326,211960
,1487,1041668,212845
,1488,1041419,212699
,1489,1042020,211630
,1490,1043305,209674
,1491,1045348,212741
,1492,1043542,209786
,1493,1044382,210842
,1494,1044027,210787
,1495,1041608,210170
,1496,1044946,211326
,1497,1045319,211012
,1498,1045391,210347
,1499,1045385,211590
,1500,1040047,214858
,1501,1041230,214194
,1502,1044841,210343
,1503,1041286,214890
,1504,1040872,215256
,1505,1043229,211701
,1506,1043086,212586
,1507,1042025,212378
,1508,1041362,210449
,1509,1040358,215348
,1510,1040475,215507
,1511,1040586,215024
,1512,1042869,210055
,1513,1041735,212800
,1514,1044976,212636
,1515,1042455,210685
,1516,1040301,214783
,1517,1044156,212688
,1518,1042766,211513
,1519,1042930,209888
,1520,1043435,211603
,1521,1045114,212045
,1522,1043666,211754
,1523,1045421,212253
,1524,1043879,213481
,1525,1045198,212724
,1526,1043942,213841
,1527,1043561,211257
,1528,1041387,211662
,1529,1043438,210835
,1530,1041086,210148
,1531,1041517,210365
,1532,1042484,211417
,1533,1043537,214394
,1534,1040306,214831
,1535,1041162,211933
,1536,1042853,211595
,1537,1040830,209814
,1538,1041363,210489
,1539,1043149,211629
,1540,1043105,212421
,1541,1041328,212444
,1542,1043304,212259
,1543,1032784,203374
,1544,1033134,202518
,1545,1033243,200804
,1546,1033605,201298
,1547,1032995,203456
,1548,1032265,208939
,1549,1033120,203386
,1550,1032351,209274
,1551,1033206,203166
,1552,1033152,202617
,1553,1032964,201995
,1554,1033555,202990
,1555,1032740,202047
,1556,1032402,208919
,1557,1033376,202550
,1558,1040362,203244
,1559,1040900,203751
,1560,1041541,204048
,1561,1039673,206791
,1562,1040691,203396
,1563,1040876,203910
,1564,1040888,203831
,1565,1039194,207216
,1566,1040100,205233
,1567,1041482,204462
,1568,1039756,204604
,1569,1040330,203489
,1570,1041324,204444
,1571,1039544,204491
,1572,1040449,205288
,1573,1039369,205636
,1574,1040059,207529
,1575,1040911,203672
,1576,1041330,203716
,1577,1040436,205080
,1578,1038449,207391
,1579,1039460,205766
,1580,1040169,206697
,1581,1040513,206617
,1582,1040296,207258
,1583,1039776,206865
,1584,1039199,205334
,1585,1038560,207603
,1586,1039187,205563
,1587,1039622,205686
,1588,1039926,204526
,1589,1039763,206585
,1590,1039197,206301
,1591,1038527,206915
,1592,1040184,204478
,1593,1038617,206327
,1594,1039959,204453
,1595,1039138,206048
,1596,1040791,207145
,1597,1039471,205926
,1598,1038772,206792
,1599,1040225,206415
,1600,1039136,206006
,1601,1040557,207497
,1602,1039966,205628
,1603,1039714,204891
,1604,1039949,205291
,1605,1059946,208773
,1606,1054300,202699
,1607,1054366,202620
,1608,1054824,200529
,1609,1055026,200693
,1610,1053714,203001
,1611,1054080,202440
,1612,1053352,203016
,1613,1054744,201812
,1614,1055621,201175
,1615,1054185,202849
,1616,1055269,201265
,1617,1054757,200692
,1618,1055553,201302
,1619,1055525,202005
,1620,1054840,201154
,1621,1054840,202284
,1622,1054377,202285
,1623,1054514,203253
,1624,1053217,203568
,1625,1055015,201146
,1626,1054117,201980
,1627,1054282,203538
,1628,1055785,201647
,1629,1053412,203186
,1630,1055355,202057
,1631,1053411,203600
,1632,1055905,200865
,1633,1054303,203512
,1634,1054716,201880
,1635,1053371,202633
,1636,1053603,203542
,1637,1054155,202494
,1638,1054706,201211
,1639,1053490,203940
,1640,1055166,200785
,1641,1055044,201370
,1642,1055214,201817
,1643,1053737,202827
,1644,1054457,203162
,1645,1053020,204047
,1646,1054074,201697
,1647,1053148,204163
,1648,1054119,203579
,1649,1053987,203328
,1650,1055646,201861
,1651,1055808,197261
,1652,1058265,196709
,1653,1058806,197585
,1654,1057903,196721
,1655,1058813,198478
,1656,1059047,198295
,1657,1057613,195952
,1658,1058468,198191
,1659,1057664,196907
,1660,1057849,200074
,1661,1056108,198080
,1662,1059299,197948
,1663,1059164,197466
,1664,1058498,198281
,1665,1059192,197456
,1666,1058777,199818
,1667,1058226,198145
,1668,1055457,197884
,1669,1055360,196936
,1670,1055114,196853
,1671,1055474,197826
,1672,1056465,198007
,1673,1055921,197794
,1674,1058307,198643
,1675,1058706,199159
,1676,1058251,198137
,1677,1058194,199394
,1678,1058383,198618
,1679,1058754,198529
,1680,1058195,197892
,1681,1058701,199669
,1682,1054748,198104
,1683,1055600,197005
,1684,1054838,197969
,1685,1055244,196766
,1686,1057831,199508
,1687,1058190,199656
,1688,1058978,196398
,1689,1058953,196695
,1690,1058613,196184
,1691,1054810,198864
,1692,1059634,195880
,1693,1058325,196454
,1694,1058348,196805
,1695,1058387,199041
,1696,1058915,196540
,1697,1059244,197545
,1698,1054793,197802
,1699,1057852,208363
,1700,1057879,206172
,1701,1057467,207569
,1702,1057550,208190
,1703,1058778,202883
,1704,1057369,207373
,1705,1057050,202336
,1706,1055269,204667
,1707,1056498,204552
,1708,1056020,202507
,1709,1058684,203126
,1710,1056367,201134
,1711,1058743,203791
,1712,1055773,202369
,1713,1055508,204949
,1714,1056750,207570
,1715,1056040,202198
,1716,1054406,203639
,1717,1055302,203960
,1718,1057231,201751
,1719,1058540,203897
,1720,1055924,202341
,1721,1055466,202901
,1722,1055500,203559
,1723,1056130,202945
,1724,1055599,202737
,1725,1055090,202951
,1726,1055680,204163
,1727,1056180,204533
,1728,1056229,202664
,1729,1058556,203459
,1730,1055561,202625
,1731,1056210,201769
,1732,1058179,204155
,1733,1055524,202830
,1734,1055405,204499
,1735,1054389,204518
,1736,1054390,205516
,1737,1054879,204479
,1738,1057735,201521
,1739,1056116,202389
,1740,1058732,203918
,1741,1056503,207490
,1742,1056290,207304
,1743,1056579,204454
,1744,1057039,201573
,1745,1056423,202426
,1746,1056912,207949
,1747,1057216,207498
,1748,1056384,204123
,1749,1057362,207902
,1750,1056347,204327
,1751,1056467,202338
,1752,1055340,204732
,1753,1056092,204482
,1754,1055518,202271
,1755,1059313,194829
,1756,1059483,194642
,1757,1059476,194541
,1758,1059394,194824
,1759,1059604,194104
,1760,1059636,194535
,1761,1059655,193522
,1762,1058933,194841
,1763,1057161,194592
,1764,1059081,194936
,1765,1057436,194896
,1766,1058512,194440
,1767,1058666,195211
,1768,1058123,194870
,1769,1057831,195144
,1770,1058742,195469
,1771,1058786,195467
,1772,1058520,194184
,1773,1056654,193298
,1774,1056669,193335
,1775,1056564,193507
,1776,1056158,191761
,1777,1059841,189765
,1778,1056277,191630
,1779,1057508,192328
,1780,1057138,192091
,1781,1057110,192021
,1782,1055534,191161
,1783,1057383,193731
,1784,1057619,193591
,1785,1058578,192913
,1786,1059213,191687
,1787,1057071,191491
,1788,1059725,191912
,1789,1056081,190422
,1790,1056196,194264
,1791,1057307,193975
,1792,1057776,193009
,1793,1056236,194366
,1794,1058029,190812
,1795,1055155,191309
,1796,1059019,191196
,1797,1057457,190344
,1798,1059195,190222
,1799,1055085,191343
,1800,1056756,189980
,1801,1057875,189709
,1802,1059485,193363
,1803,1059450,193274
,1804,1058388,191014
,1805,1059138,190076
,1806,1059438,189698
,1807,1057016,189658
,1808,1059874,189947
,1809,1056938,189735
,1810,1057981,192817
,1811,1056197,192134
,1812,1057702,191672
,1813,1055803,190142
,1814,1058792,191328
,1815,1058962,193454
,1816,1059911,189933
,1817,1056790,189794
,1818,1057733,193174
,1819,1056409,190247
,1820,1058846,193157
,1821,1057187,190800
,1822,1057735,190066
,1823,1058442,190003
,1824,1059709,190108
,1825,1056226,191223
,1826,1058398,189892
,1827,1056272,190172
,1828,1056484,190003
,1829,1056604,192185
,1830,1056511,191236
,1831,1058887,193700
,1832,1059723,192546
,1833,1056787,191935
,1834,1057788,190907
,1835,1056543,190151
,1836,1058038,193946
,1837,1058836,190731
,1838,1058351,193047
,1839,1057198,193268
,1840,1058795,193741
,1841,1057442,193139
,1842,1058438,193267
,1843,1058644,193356
,1844,1058129,192481
,1845,1058678,193444
,1846,1058603,193686
,1847,1042552,202402
,1848,1043888,202746
,1849,1045168,204019
,1850,1042063,200980
,1851,1044085,203882
,1852,1044952,201090
,1853,1046355,201424
,1854,1045068,200699
,1855,1044352,200666
,1856,1044943,200154
,1857,1045561,200342
,1858,1043645,200588
,1859,1044703,202424
,1860,1044444,202272
,1861,1041789,199758
,1862,1044578,200716
,1863,1045980,200385
,1864,1043872,204338
,1865,1045480,200547
,1866,1044438,203650
,1867,1042468,202026
,1868,1042670,202189
,1869,1043780,202843
,1870,1042634,200079
,1871,1043743,200937
,1872,1046081,201265
,1873,1044988,202720
,1874,1043638,203534
,1875,1042078,199530
,1876,1043741,203152
,1877,1042655,203617
,1878,1046364,201118
,1879,1041836,199443
,1880,1042917,203153
,1881,1043069,202653
,1882,1043052,200416
,1883,1044117,203908
,1884,1045768,201531
,1885,1045666,201920
,1886,1042743,203254
,1887,1045421,200396
,1888,1042692,203633
,1889,1043067,203791
,1890,1043038,202608
,1891,1046144,201993
,1892,1043128,202920
,1893,1045288,203685
,1894,1043387,204127
,1895,1041926,200586
,1896,1045838,201755
,1897,1045224,200677
,1898,1045058,200779
,1899,1042566,201889
,1900,1046039,200322
,1901,1044073,204232
,1902,1044842,204580
,1903,1045258,201536
,1904,1044923,200790
,1905,1044480,199948
,1906,1049818,210287
,1907,1050711,207360
,1908,1052505,208000
,1909,1053767,207514
,1910,1054131,207695
,1911,1052992,208283
,1912,1050805,207109
,1913,1050237,207211
,1914,1049940,210831
,1915,1050694,206661
,1916,1049757,207031
,1917,1049705,210597
,1918,1053205,207483
,1919,1049663,210251
,1920,1049280,211008
,1921,1049907,211011
,1922,1050684,210496
,1923,1049700,210148
,1924,1049357,210034
,1925,1049510,210375
,1926,1053212,208161
,1927,1052406,207389
,1928,1053907,208519
,1929,1054179,208851
,1930,1053972,208637
,1931,1050845,184742
,1932,1049949,184777
,1933,1050161,184302
,1934,1050172,184625
,1935,1051102,188562
,1936,1051385,189253
,1937,1051615,188946
,1938,1052997,189763
,1939,1050700,188948
,1940,1050770,188955
,1941,1051528,189129
,1942,1053609,189726
,1943,1053622,189553
,1944,1053604,189525
,1945,1048395,184397
,1946,1047415,184192
,1947,1048314,184215
,1948,1047923,184100
,1949,1048317,184174
,1950,1048669,184202
,1951,1048834,184028
,1952,1047626,183852
,1953,1047559,183846
,1954,1049164,184255
,1955,1047438,183909
,1956,1048326,184089
,1957,1049139,183983
,1958,1051322,187978
,1959,1051388,188544
,1960,1051636,188689
,1961,1051793,187867
,1962,1052741,189131
,1963,1053078,189226
,1964,1051337,188180
,1965,1051339,187516
,1966,1051489,188176
,1967,1051362,188155
,1968,1051781,188471
,1969,1051010,188317
,1970,1051531,188622
,1971,1052005,188626
,1972,1053273,189060
,1973,1051318,188495
,1974,1052070,187428
,1975,1052278,188294
,1976,1052043,188741
,1977,1051522,188363
,1978,1052844,189008
,1979,1053014,189034
,1980,1053218,189319
,1981,1021709,207957
,1982,1021208,209033
,1983,1024030,209945
,1984,1021178,208786
,1985,1021341,208601
,1986,1025626,208819
,1987,1021360,208540
,1988,1021539,207966
,1989,1024756,210698
,1990,1023756,210754
,1991,1022722,211185
,1992,1023705,211571
,1993,1024335,211928
,1994,1021354,210445
,1995,1023084,210594
,1996,1023679,210533
,1997,1022328,214340
,1998,1021581,215103
,1999,1022641,214995
,2000,1023125,214198
,2001,1049942,198841
,2002,1048384,198066
,2003,1049562,198735
,2004,1048305,198768
,2005,1003669,216005
,2006,1003496,217321
,2007,1011975,221625
,2008,1011724,221753
,2009,1005659,215968
,2010,1008944,216126
,2011,1009991,217839
,2012,1009658,218288
,2013,1009040,216478
,2014,1009658,215797
,2015,1009898,217687
,2016,1009427,217491
,2017,1036365,192743
,2018,1037392,193284
,2019,1036857,192751
,2020,1043772,196615
,2021,1043787,196527
,2022,1043934,196665
,2023,1043952,196671
,2024,1017354,208502
,2025,1015045,209049
,2026,1017504,209037
,2027,1016951,206001
,2028,1016940,210364
,2029,1016674,210793
,2030,1018514,208892
,2031,1019013,211071
,2032,1019359,210403
,2033,1018857,209051
,2034,1014661,209828
,2035,1015205,209557
,2036,1019491,207653
,2037,1019510,207658
,2038,1013347,192396
,2039,1025696,193684
,2040,1025400,193590
,2041,1025391,193551
,2042,1011060,214862
,2043,1011416,213327
,2044,1012527,212533
,2045,1010613,217054
,2046,1009628,214311
,2047,1009985,208254
,2048,1005308,208474
,2049,1005401,208417
,2050,1004610,209075
,2051,1025262,193669
,2052,1023815,187068
,2053,1023978,187286
,2054,966914,156109
,2055,1052264,158598
,2056,1053823,157331
,2057,1052184,159612
,2058,1052761,160640
,2059,1025452,205221
,2060,1033510,193820
,2061,1033344,193814
,2062,1033697,194113
,2063,1034751,216912
,2064,1034682,217098
,2065,1019034,212279
,2066,1013651,213221
,2067,1013750,213243
,2068,1014335,213969
,2069,1014360,213795
,2070,1013667,213109
,2071,1014188,213132
,2072,,
,2073,1016486,213598
,2074,1017122,213535
,2075,1017502,213846
,2076,1018053,214397
,2077,1017601,213864
,2078,1017530,213643
,2079,1001433,218160
,2080,1003117,215964
,2081,1004051,208856
,2082,1049861,200151
,2083,1050142,200629
,2084,1050891,200687
,2085,1051338,200428
,2086,1052909,199858
,2087,1052105,200214
,2088,1050844,200769
,2089,1050712,200477
,2090,1050394,201232
,2091,1051868,199708
,2092,1052420,200915
,2093,1050557,201268
,2094,1052080,200258
,2095,1050817,200292
,2096,1050921,200109
,2097,1050243,200454
,2098,1052752,200131
,2099,1052187,201324
,2100,1051896,200177
,2101,1051479,200914
,2102,1052137,201209
,2103,1052233,200717
,2104,1051066,201105
,2105,1051784,199853
,2106,1051212,200327
,2107,1050461,201437
,2108,1050279,201231
,2109,1052693,200437
,2110,1051746,200841
,2111,1051531,202486
,2112,1051111,201953
,2113,1051358,201126
,2114,1054363,200209
,2115,1053059,197878
,2116,1053255,197267
,2117,1053979,199447
,2118,1047277,199226
,2119,1047156,199244
,2120,1052250,199004
,2121,1050715,198253
,2122,1048563,196041
,2123,1051716,196929
,2124,1050664,198510
,2125,1050601,197343
,2126,1052182,197508
,2127,1052907,197474
,2128,1050320,197253
,2129,1051242,197727
,2130,1050913,197207
,2131,1051290,197406
,2132,1052322,197893
,2133,1050675,197095
,2134,1050852,197067
,2135,1050371,198143
,2136,1050685,197064
,2137,1051484,196800
,2138,1050530,197320
,2139,1050670,197546
,2140,1051892,197562
,2141,1052823,197210
,2142,1052682,197319
,2143,1050204,197721
,2144,1050150,197562
,2145,1052176,198380
,2146,1052554,197723
,2147,1049731,198011
,2148,1050932,197150
,2149,1051946,198254
,2150,1051437,197790
,2151,1052324,197588
,2152,1051622,198373
,2153,1048222,196420
,2154,1050754,197707
,2155,1048152,196756
,2156,1049541,198136
,2157,1047173,219472
,2158,1048459,218148
,2159,1047390,219362
,2160,1048208,218932
,2161,1048834,217188
,2162,1048390,219802
,2163,1048274,217781
,2164,1048399,219623
,2165,1048690,217843
,2166,1049188,217137
,2167,1048368,219300
,2168,1048622,218611
,2169,1047971,219154
,2170,1048420,218321
,2171,1048353,218621
,2172,1048014,219692
,2173,1053915,213900
,2174,1041521,224584
,2175,1043983,218203
,2176,1043167,218133
,2177,1042927,219809
,2178,1043885,217488
,2179,1044079,226000
,2180,1041845,224675
,2181,1044038,226031
,2182,1041654,225388
,2183,1045278,215619
,2184,1041834,224754
,2185,1043851,217573
,2186,1044034,226293
,2187,1044114,225598
,2188,1043918,216612
,2189,1043461,217785
,2190,1045288,215590
,2191,1045016,215578
,2192,1049785,215291
,2193,1047028,213628
,2194,1046917,213640
,2195,1046453,214213
,2196,1047810,211946
,2197,1047042,215454
,2198,1047648,211159
,2199,1047724,210958
,2200,1047887,210978
,2201,1047174,212170
,2202,1049332,216131
,2203,1049533,216428
,2204,1048128,211073
,2205,1047547,215785
,2206,1047788,211249
,2207,1047283,215582
,2208,1047223,213555
,2209,1047426,211779
,2210,1049613,216066
,2211,1047180,213254
,2212,1049326,216157
,2213,1047488,212070
,2214,1047562,211396
,2215,1048147,215163
,2216,1049208,215923
,2217,1047667,211108
,2218,1047301,212876
,2219,1047918,214983
,2220,1044803,215079
,2221,1044924,215066
,2222,1044706,214748
,2223,1045028,214052
,2224,1044866,214992
,2225,1045523,214762
,2226,1044840,215092
,2227,1045520,215225
,2228,1045838,214070
,2229,1045727,212585
,2230,1046541,212632
,2231,1045657,214010
,2232,1045629,212564
,2233,1045896,212587
,2234,1045752,212514
,2235,1014912,193266
,2236,1013964,192609
,2237,1015120,192871
,2238,1014524,193099
,2239,1014680,192725
,2240,1014796,192460
,2241,1024173,198230
,2242,1025730,197953
,2243,1024755,197692
,2244,1024521,197839
,2245,1025628,197459
,2246,1024950,198138
,2247,1024540,197933
,2248,1024858,197692
,2249,1027018,197750
,2250,1053777,180755
,2251,1054072,179523
,2252,1052050,180157
,2253,1051996,181386
,2254,1052089,180453
,2255,1052748,181212
,2256,1050955,180480
,2257,1051691,181117
,2258,1051848,181674
,2259,1051725,180626
,2260,1053787,179066
,2261,1051810,180730
,2262,1052891,180648
,2263,1053658,178693
,2264,1051625,181505
,2265,1051291,179461
,2266,1051390,181100
,2267,1053664,180160
,2268,1054297,179954
,2269,1053302,180967
,2270,1051753,180683
,2271,1054823,181208
,2272,1052545,179533
,2273,1053593,179377
,2274,1051861,180331
,2275,1051970,180210
,2276,1051258,181362
,2277,1053587,180002
,2278,1055239,179058
,2279,1056034,179574
,2280,1056139,179998
,2281,1055608,179703
,2282,1055821,179996
,2283,1058472,181128
,2284,1057085,179754
,2285,1056798,179919
,2286,1057250,177890
,2287,1057216,177734
,2288,1056205,180859
,2289,1056980,179814
,2290,1056085,179545
,2291,1057359,178413
,2292,1056797,177753
,2293,1056217,179652
,2294,1056427,180548
,2295,1056571,180466
,2296,1056556,180773
,2297,1057132,180027
,2298,1056824,177752
,2299,1057278,180788
,2300,1054514,177609
,2301,1057077,181017
,2302,1056614,177641
,2303,1057950,178636
,2304,1059834,178190
,2305,1055185,177830
,2306,1054192,179387
,2307,1058834,177602
,2308,1059635,177838
,2309,1056518,178785
,2310,1059793,178191
,2311,1055891,177956
,2312,1057320,179320
,2313,1058882,177861
,2314,1057188,178756
,2315,1056201,177205
,2316,1056305,177930
,2317,1059457,178443
,2318,1056924,180412
,2319,1057156,179447
,2320,1059460,179984
,2321,1059072,177595
,2322,1057243,179365
,2323,1057456,179254
,2324,1057575,178734
,2325,1057877,178860
,2326,1058682,177187
,2327,1059954,177060
,2328,1058381,178844
,2329,1059406,178812
,2330,1056940,180253
,2331,1057934,179430
,2332,1057765,181246
,2333,1059161,177332
,2334,1054522,178291
,2335,1059874,177308
,2336,1057530,179350
,2337,1058944,181453
,2338,1054672,178229
,2339,1057313,181089
,2340,1057151,182372
,2341,1060693,206456
,2342,1063149,204762
,2343,1063367,204642
,2344,1058950,204124
,2345,1059201,202845
,2346,1059173,202841
,2347,1059940,203742
,2348,1060280,203470
,2349,1060169,203322
,2350,1059152,204768
,2351,1059147,202829
,2352,1059237,204496
,2353,1059948,203189
,2354,1059613,202983
,2355,1036571,199465
,2356,1035896,199109
,2357,1036265,199217
,2358,1036511,198436
,2359,1037598,197360
,2360,1035597,198583
,2361,1036978,198556
,2362,1037123,197645
,2363,1036267,198350
,2364,1036159,199072
,2365,1061660,210197
,2366,1061828,210993
,2367,1061933,210688
,2368,1061845,210946
,2369,1062022,210428
,2370,1061725,210828
,2371,1061714,211244
,2372,1061780,211274
,2373,1038846,201364
,2374,1051820,182378
,2375,1052167,184697
,2376,1052048,183012
,2377,1052720,184137
,2378,1052553,183819
,2379,1056299,182880
,2380,1055921,182689
,2381,1057211,184442
,2382,1056427,184976
,2383,1056742,185036
,2384,1056369,183264
,2385,1056040,182567
,2386,1055679,182251
,2387,1056520,184803
,2388,1055884,182846
,2389,1056742,184662
,2390,1057262,184313
,2391,1057175,184972
,2392,1055989,183676
,2393,1056810,185181
,2394,1056479,184717
,2395,1056424,183989
,2396,1055714,183470
,2397,1057275,184342
,2398,1055542,182729
,2399,1056591,183496
,2400,1055705,183686
,2401,1055970,184245
,2402,1055085,185299
,2403,1053335,185744
,2404,1056025,185032
,2405,1053648,186355
,2406,1052954,186544
,2407,1052639,186516
,2408,1054196,186271
,2409,1053432,185004
,2410,1053983,185945
,2411,1053193,186038
,2412,1053897,186401
,2413,1055207,185582
,2414,1053714,186326
,2415,1053530,185556
,2416,1053778,186453
,2417,1052565,186144
,2418,1052854,184424
,2419,1052977,186534
,2420,1054929,185812
,2421,1053075,184663
,2422,1053557,185626
,2423,1052956,184520
,2424,1054771,182574
,2425,1053683,185963
,2426,1054527,185487
,2427,1054781,185500
,2428,1055279,185338
,2429,1054814,185617
,2430,1055771,185473
,2431,1052382,186337
,2432,1022204,203282
,2433,1021993,203436
,2434,1021592,202855
,2435,1022604,203131
,2436,1022538,202826
,2437,1022688,201612
,2438,1022170,203210
,2439,1022470,202126
,2440,1022918,201483
,2441,1023105,202404
,2442,1022655,203454
,2443,1023125,202334
,2444,1021961,201656
,2445,1020633,205012
,2446,1020261,204993
,2447,1020568,205043
,2448,1020303,204973
,2449,1020655,205002
,2450,1022160,192058
,2451,1023453,191841
,2452,1022098,191894
,2453,1022269,192542
,2454,1021922,192558
,2455,1022417,192062
,2456,1023268,191155
,2457,1021337,189927
,2458,1024050,190246
,2459,1024721,191384
,2460,1021901,192635
,2461,1024699,190914
,2462,1025154,191185
,2463,1024838,190440
,2464,1021304,190623
,2465,1022932,190586
,2466,1024316,191418
,2467,1024815,190523
,2468,1023501,192336
,2469,1022172,189979
,2470,1024356,191274
,2471,1023015,191107
,2472,1024832,190461
,2473,1022150,192097
,2474,1023059,190457
,2475,1021509,190278
,2476,1025178,191192
,2477,1023109,192081
,2478,1023240,192362
,2479,1023884,190283
,2480,1025587,190768
,2481,1024587,190964
,2482,1021445,190651
,2483,1024428,191014
,2484,1024699,191465
,2485,1021230,190501
,2486,1024689,191506
,2487,1021613,190269
,2488,1024574,191010
,2489,1021891,192097
,2490,1021396,192004
,2491,1022898,192151
,2492,1021345,189884
,2493,1021585,189855
,2494,1022891,190833
,2495,1021543,190082
,2496,1022395,191000
,2497,1024809,190543
,2498,1024374,190908
,2499,1021696,190663
,2500,1024180,191906
,2501,1022317,190066
,2502,1022635,191056
,2503,1024244,191375
,2504,1023876,191101
,2505,1020874,192377
,2506,1024162,190221
,2507,1024343,191019
,2508,1024821,190351
,2509,1022092,190452
,2510,1023577,190312
,2511,1025233,190952
,2512,1024533,190338
,2513,1023859,191096
,2514,1021418,192256
,2515,1024369,190924
,2516,1022101,190402
,2517,1022419,189837
,2518,1022222,189701
,2519,1021912,189429
,2520,1022231,189653
,2521,1023916,190722
,2522,1022760,190282
,2523,1023352,190256
,2524,1023922,190703
,2525,1023348,190404
,2526,1022835,189868
,2527,1022231,191227
,2528,1022479,190102
,2529,1023911,190741
,2530,1023335,190253
,2531,1023205,190634
,2532,1025315,191486
,2533,1027033,190717
,2534,1026397,191382
,2535,1027002,190801
,2536,1026588,191902
,2537,1026615,190857
,2538,1026454,191231
,2539,1026422,190332
,2540,1026396,190400
,2541,1025509,190108
,2542,1025437,190302
,2543,1025782,190253
,2544,1023024,189423
,2545,1023060,189221
,2546,1024987,189760
,2547,1024881,190041
,2548,1025821,190159
,2549,1023584,189533
,2550,1024831,189750
,2551,1025810,190005
,2552,1023703,189194
,2553,1022542,189314
,2554,1025087,190208
,2555,1025989,192490
,2556,1026476,192656
,2557,1025425,193341
,2558,1025745,192976
,2559,949845,165426
,2560,1058829,215536
,2561,1058493,215144
,2562,1050018,201676
,2563,1032729,185688
,2564,1028950,185443
,2565,1028959,185339
,2566,1028246,183610
,2567,1029541,183574
,2568,1029057,185483
,2569,1028744,183710
,2570,1028689,183885
,2571,1030029,182754
,2572,1045378,192499
,2573,1046085,193364
,2574,1045605,193485
,2575,1045405,192451
,2576,1045669,193044
,2577,1046364,193055
,2578,1045651,192909
,2579,1046632,193163
,2580,1045671,192509
,2581,1045461,193374
,2582,1045397,192997
,2583,1046008,192702
,2584,1046542,193388
,2585,1054454,195401
,2586,1053677,196856
,2587,1054892,195714
,2588,1054795,195520
,2589,1054096,195954
,2590,1054815,195463
,2591,1053922,196455
,2592,1054116,195898
,2593,1053761,196924
,2594,1054106,195926
,2595,1055050,195557
,2596,1054718,195433
,2597,1054589,196053
,2598,1053984,195166
,2599,1053075,193117
,2600,1052564,193297
,2601,1051550,190285
,2602,1051500,192676
,2603,1050598,193466
,2604,1051969,193122
,2605,1051823,190558
,2606,1050586,192909
,2607,1051314,192781
,2608,1051140,192214
,2609,1051246,193856
,2610,1051079,193251
,2611,1051380,192254
,2612,1052923,193577
,2613,1050624,190632
,2614,1051144,190164
,2615,1052044,193212
,2616,1052648,193547
,2617,1052272,192661
,2618,1054147,193232
,2619,1052378,193042
,2620,1050313,190688
,2621,1051160,193550
,2622,1053122,191412
,2623,1050817,192882
,2624,1052544,192935
,2625,1051225,191174
,2626,1050963,191198
,2627,1050939,190618
,2628,1052441,193349
,2629,1051197,191537
